Sector,Sub Sector,Project Name,View Profile,Total Project Cost
Automotive,Auto Parts Manufacturing,ALTERNATORS FOR AUTOMOBILES,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ALTERNATORS FOR AUTOMOBILES.pdf,1745000
"Rubber, Chemical and Petrochemical",Chemical Compounds,Alum,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Alum.pdf,2389000
"Rubber, Chemical and Petrochemical",Chemical Compounds,Alum (Phitkari) Manufacturing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlumPhitkariManufacturing.pdf,2406000
Other Sectors,Metal Fabrication,ALUMINIUM CANS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ALUMINIUM CANS.pdf,1500000
Construction,Metal Casting,Aluminium Castings Project,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumCastingsProject.pdf,1787000
Construction,Metal Fabrication,ALUMINIUM FABRICATION,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ALUMINIUM FABRICATION.pdf,265000
Construction,Metal Fabrication,Aluminium Fabrication,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumFabrictaion.pdf,1756000
Logistics,Packaging Materials,Aluminium Foil Rewinding,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALuminiumFoilRewinding.pdf,1249000
Automotive,Powder Manufacturing,Aluminium Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumPowder.pdf,2122000
Other Sectors,Household,ALUMINIUM UTENSIL UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM UTENSIL UNIT.pdf,1856000
Other Sectors,Household,Aluminium Utensils,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumUtensils.pdf,2500000
"Apparel, Made-Ups & Home Furnishing",Home Furnishing,ALUMINIUM VENETIAN BLINDS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM VENETIAN SCHEME.pdf,705200
Logistics,Packaging Materials,Aluminum Foil Container,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminumFoilContainer.pdf,2500000
Agriculture,Crop Production,Amaranthus,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmaranthusDPR.pdf,1904000
Food Processing,Fruit Processing,Amla Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmlaProcessing.pdf,5216000
Construction,Blueprinting,AMMONIA (BLUE) PRINT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON AMMONIA (BLUE) PRINT.pdf,207000
Agriculture,Crop Production,Amaranthus,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Amranthus.pdf,2354000
Agriculture,Crop Production,Amranthus Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmranthusProcessing.pdf,2403000
"Apparel, Made-Ups & Home Furnishing",Home Decor,Anchor(Hook) (Small),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnchorHookSmall.pdf,2244000
Agriculture,Livestock Feed,Animal Feed,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimalFeedfinal.pdf,2335000
Media & Entertainment,Animation,Animation Production Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimationProductionUnit.pdf,944000
"Rubber, Chemical and Petrochemical",Paint Manufacturing,Anti-corrosive paints,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntiCorrosivePaints.pdf,2322000
Textile,Textile Manufacturing,Antistatic Conning Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntistaticConningOil.pdf,987000
Food Processing,Snack Manufacturing,Apricot Oil Processing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ApricotOilProcessingUnit.pdf,1079000
Other Sectors,Eco-Friendly Packaging,Areca Leaf Plates,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArecaLeafPlates.pdf,870000
Other Sectors,Stationery Manufacturing,Stationery Manufacturing,/srv/YouthMissionMobile/DPR/Manufacturing__of__note__books(__Arshid__Ahmad__Wani__).pdf,700000
Life Sciences,Dental Dentures,Artificial Dentures and Allied Items,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ArtificialDenturesandAlliedItems.pdf,2113000
Food Processing,Spice Manufacturing,Asafoetida Powder(Hing),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AsafoetidaPowderHing.pdf,1856000
Electronics,Electronics Assembly,ASSEMBLING OF DISPLAY MONITOR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLING OF  DISPLAY MONITOR.pdf,405520
Automotive,Auto Parts Manufacturing,ASSEMBLING OF ELECTRONIC GAS LIGHTERS ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ASSEMBLING OF ELECTRONIC GAS LIGHTERS.pdf,309000
Retail,Vending Machines,ASSEMBLY OF BEVERAGE VENDING MACHINE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ASSEMBLY OF BEVERAGE VENDING MACHINE.pdf,1656000
Automotive,Generator Manufacturing,ASSEMBLY OF DIESEL GENERATOR SET,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ASSEMBLY OF DIESEL GENERATOR SET.pdf,385420
Electronics,Security Systems,ASSEMBLY OF HOME SECURITY SYSTEM,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON ASSEMBLY OF HOME SECURITY SYSTEM.pdf,2193000
Media & Entertainment,Media Production,Audio Video & Magnetic DVD,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AudioVideoMagneticDVD.pdf,1972000
Automotive,Auto Parts Manufacturing,Auto Clutch Plate,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoClutchPlate.pdf,766000
Automotive,Auto Parts Manufacturing,Auto Control Cables,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoControlCables.pdf,2468000
Automotive,Parts,auto engine cylinder for two wheeler,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/autoEngineCylinderfortwoWheeler.pdf,2010000
Automotive,Auto Repair,AUTO GARRAGE ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTO GARRAGE.pdf,660000
Automotive,Auto Lock,Auto Lock,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutoLock.pdf,1667000
"Apparel, Made-Ups & Home Furnishing",Home Decor,AUTOMATIC CURTAIN OPENER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AUTOMATIC CURTAIN OPENER.pdf,745300
Life Sciences,Sanitary Products,Automatic Sanitiser Dispenser Machine,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticSanitiserDispenserMachine.pdf,1978000
Power and Electrical,Power Management,Automatic Voltage Stabilizer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomaticVoltageStabilizer.pdf,1071000
Automotive,Auto Parts Manufacturing,Automobile Control Cables,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileControlCables.pdf,1550000
Automotive,Auto Parts Manufacturing,Automobile Gear,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileGear.pdf,2472000
Automotive,Auto Parts Manufacturing,Automobile Piston,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobilePiston.pdf,2417000
Automotive,Auto Parts Manufacturing,Automobile Silencer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSilencer.pdf,8656000
Automotive,Auto Parts Manufacturing,AUTOMOBILE SILENCER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON AUTOMOBILE SILENCER.pdf,1200000
Automotive,Wheel Manufacturing,Automobile Spokes,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomobileSpokes.pdf,2467000
Automotive,Air Filtration,Automotive Air Filter,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AutomotiveAirFilter.pdf,2178000
Beauty & Wellness,Hair Care,Ayurvedic Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AyurvedicOil.pdf,1700000
Food Processing,Infant Nutrition,Baby Cereal Milk Food Project,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyCerealMilkFoodProject.pdf,2167000
Food Processing,Medical Supplies,Baby Diaper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyDiaper.pdf,2056000
"Apparel, Made-Ups & Home Furnishing",Children's Clothing,Baby Garments,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Babygarments.pdf,2500000
Other Sectors,Toy Manufacturing,Baby Walker,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BabyWalker.pdf,2377000
Beauty & Wellness,Oil Processing,Baheda Oil Processing Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BahedaOilProcessingUnit.pdf,2398000
Food Processing,Food Processing,Bajra Cleaning Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BajraCleaningunitFinal.pdf,2483000
Food Processing,Canned Food Manufacturing,Baked Beans,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BakedBeans.pdf,2275000
Food Processing,Sweet Manufacturing,Baked Sweets,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Baked Sweets.pdf,2444000
Food Processing,Bakery Products,BAKERY PRODUCTS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS.pdf,1302000
Food Processing,Bakery Products,BAKERY PRODUCTS BIG UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS BIG UNIT.pdf,1965000
Food Processing,Bakery Products,BAKERY PRODUCTS UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAKERY PRODUCTS UNIT.pdf,286000
Other Sectors,Ink Manufacturing,BALL PEN INK,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BALL PEN INK.pdf,945000
Furniture & Fittings,Furniture,BAMBOO ARTICLE MANUFACTURING UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BAMBOO ARTICLE MANUFACTURING UNIT.pdf,195000
Furniture & Fittings,Furniture,Bamboo Chair DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooChairDPR.pdf,1422000
Furniture & Fittings,Furniture,Bamboo Furniture,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooFurniture.pdf,1664000
Other Sectors,Household,Bamboo Pellets,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooPellets.pdf,2007000
Food Processing,Pickle Manufacturing,Bamboo Shoot Pickle Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooShootPickleUnit.pdf,2487000
Food Processing,Pickle Manufacturing,Bamboo Shoot Products,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooshootProducts.pdf,2000000
Furniture & Fittings,Furniture,Bamboo Sticks production Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooSticksproductionUnit.pdf,1777000
Furniture & Fittings,Furniture,Bamboo Tree Guard,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BambooTreeGuard.pdf,1333000
Food Processing,Snack Manufacturing,BANANA CHIPS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BANANA CHIPS.pdf,455000
Food Processing,Snack Manufacturing,BANANA CHIPS (BIG UNIT) ,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BANANA CHIPS (BIG UNIT).pdf,1250000
Food Processing,Fruit Processing,Banana Chips Making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BananaChipsMaking.pdf,1462000
Handicrafts and Carpet,Handicrafts,Banana Fibre Craft,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BananaFibreCraftDPR.pdf,1026000
Other Sectors,Eco-Friendly Packaging,Banana Paper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BananaPaper.pdf,1647000
Food Processing,Fruit Processing,Banana Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BananaPowder.pdf,2118000
Food Processing,Fruit Processing,Banana Ripening,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BananaRipening.pdf,4801000
Iron and Steel,Fencing Materials,Barbed Wire,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/barbedwire.pdf,2400000
Iron and Steel,Cooking Equipment,Barbeque Tandoori Grill,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BarbequeTandooriGrill.pdf,2307000
Beauty & Wellness,Grooming Services,BARBER SHOP,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BARBER SHOP.pdf,93000
Agriculture,Seed Processing,Basil Processing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BasilProcessing.pdf,2418000
Power and Electrical,Electrical,Battery Water,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BatteryWater.pdf,1350000
Infrastructure Equipment,Electrical,BATTERY WATER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BATTERY WATER.pdf,470000
"Sports, Physical Education, Fitness & Leisure",Sporting Goods Manufacturing,BATTING GLOVES,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BATTING GLOVES.pdf,629000
Beauty & Wellness,Essential Oils,Bay Leaf Essential Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BayLeafEssentialOil.pdf,2487000
Furniture & Fittings,Furniture,Bean Bag,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BeanBag.pdf,688000
Beauty & Wellness,Beauty,Beauty Parlour,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BeautyParlour.pdf,1707000
"Apparel, Made-Ups & Home Furnishing",Home Furnishing,Bed linen,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Bedlinen.pdf,2500000
"Apparel, Made-Ups & Home Furnishing",Bedroom Decor,Bed Linen,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BedLinen.pdf,2247000
Textile,Textile Manufacturing,Bedsheet Manufacturing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BedsheetManufacturingDPR.pdf,1416000
Iron and Steel,Steel Manufacturing,METALLURGICAL COKE,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BEE - METALLURGICAL COKE.pdf,290000
Agriculture,Beekeeping,BEE BOX MANUFACTURING UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BEE BOX MANUFACTURING UNIT.pdf,209000
Agriculture,Beekeeping,Bee Keeping,/srv/YouthMissionMobile/DPR/Beekeeping.pdf,500000
Leather,Leather Manufacturing,BELTING LEATHER,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BELTING LEATHER.pdf,2300000
Food Processing,Grain Processing,BESAN MANUFACTURING UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BESAN MANUFACTURING UNIT.pdf,780000
Food Processing,Grain Processing,Besan Plant,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BesanPlant.pdf,3505000
Food Processing,Snack Manufacturing,Sev & Bhujia,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BesavSevBhujia.pdf,1822000
Food Processing,Beverage Manufacturing,BEVERAGE MANUFACTURING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BEVERAGE MANUFACTURING SCHEME.pdf,888000
Automotive,Tyres,bicycle tyre and tube,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/bicycletyreandtube.pdf,2017000
Beauty & Wellness,Beauty,Bindi Making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BindiMaking.pdf,1885000
Automotive,Cosmetics Manufacturing,BINDI MANUFACTURING UNIT,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BINDI MANUFACTURING UNIT.pdf,400000
Green Jobs,Renewable Energy,BIO CNG,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BIOCNG.pdf,2179000
Agriculture,Spice Processing,Bio Fertilizer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BIO- DIGESTED SLURRY.pdf,6952000
Logistics,Eco-Friendly Packaging,Biodegradable Bags,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BiodegradableBags.pdf,4372000
Logistics,Eco-Friendly Packaging,Biodegradable Plastic Pellets,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BiodegradablePlasticPellets.pdf,2478000
Green Jobs,Alternative Energy,Biodiesel,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Biodiesel.pdf,2472000
Green Jobs,Alternative Energy,Biogas,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Biogas.pdf,2028000
Food Processing,Snack Manufacturing,Biscuit & Cookies,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BiscuitCookies.pdf,3265000
Power and Electrical,Electrical Supplies,Black Insulating Tape,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BlackInsulationTape.pdf,1800000
Food Processing,Spices,Black Pepper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BlackPepper.pdf,1265000
Food Processing,Grain Processing,Black Rice,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BlackRiceDPR.pdf,1919000
Textile,Textile Manufacturing,Block Printing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BlockPrintingDPR.pdf,1104000
Life Sciences,Medical Supplies,Blood bags,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Bloodbags.pdf,2294000
Other Sectors,Plastic Containers,BLOW MOULDED PLASTIC CONTAINERS,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BLOW MOULDED PLASTIC CONTAINERS.pdf,1927000
Beauty & Wellness,Skin Care,Body Lotion,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BodyLotion.pdf,2433000
Beauty & Wellness,Bath & Shower,Bodywash Gel,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BodywashGel.pdf,1609000
Other Sectors,Printing,Book Binding Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BookBindingUnit.pdf,2148000
Food Processing,Beverage Manufacturing,Bottling Plant,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BottlingPlant.pdf,2478000
"Apparel, Made-Ups & Home Furnishing",Boutique,Boutique,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Boutique.pdf,2500000
"Apparel, Made-Ups & Home Furnishing",Boutique,Boutique,/srv/YouthMissionMobile/DPR/Boutique.pdf,1200000
"Apparel, Made-Ups & Home Furnishing",Boutique,Boutique/Readymade Garments,/srv/YouthMissionMobile/DPR/Boutique__14__lac.pdf,1400000
Life Sciences,Medical Equipment,BP Machine,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BPMachine.pdf,820000
IT-ITeS,BPO Services,BPO Services,/srv/YouthMissionMobile/DPR/BPO.pdf,1320000
Automotive,Vehicle Parts Manufacturing,Brake Liner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BrakeLiner.pdf,2236000
Automotive,Vehicle Parts Manufacturing,Brake Shoe,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BrakeShoe.pdf,2299000
Water Management and Plumbing,Bathroom Accessories,BRASS WATER TAPS & COCK,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON BRASS WATER TAPS & COCK.pdf,2135000
Other Sectors,Kitchen Utensils,"BRASS, COPPER & BELL METAL UTENSIL/UTILITY PRODUCTS","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BRASS, COPPER & BELL METAL UTENSILUTILITY PRODUCTS.pdf",706000
Food Processing,Baking,Bread Making,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BreadMaking.pdf,4110000
Other Sectors,Cleaning Supplies,BROOM MAKING,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BROOM MAKING.pdf,324000
Food Processing,Sweeteners,Brown Sugar,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/BrownSugar.pdf,2394000
